"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.exclude_from_data_analysis","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.vcm_round","player.individual_exchange","player.group_exchange","player.group_exchange_percent","player.total_op_individual_exchange","player.total_op_group_exchange","player.mpcr","player.round_points","player.player_role","player.player_role_list","player.paid_round","player.final_score","player.final_avg_ge","player.payoff","group.id_in_subsession","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo"
"253",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,4,5,1,19,0.95,22,38,0.75,43.75,NA,NA,NA,NA,NA,0,3,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"254",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,4,5,10,10,0.5,39,21,0.75,33.25,NA,NA,NA,NA,NA,0,5,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"255",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,4,5,12.4,7.6,0.38,27,33,0.75,42.85,NA,NA,NA,NA,NA,0,1,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"256",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,1,5,10,10,0.5,39,21,0.75,33.25,NA,NA,NA,NA,NA,0,2,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"257",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,2,5,10,10,0.5,29.4,30.6,0.75,40.45,NA,NA,NA,NA,NA,0,1,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"258",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,2,5,1,19,0.95,53,7,0.75,20.5,NA,NA,NA,NA,NA,0,2,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"259",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,3,5,2,18,0.9,21,39,0.75,44.75,NA,NA,NA,NA,NA,0,4,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"260",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,4,5,10,10,0.5,42,18,0.75,31,NA,NA,NA,NA,NA,0,2,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"261",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,6,9,11,0.55,48,12,0.75,26.25,NA,NA,NA,NA,NA,0,4,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"262",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,3,6,1,19,0.95,36,24,0.75,33.25,NA,NA,NA,NA,NA,0,3,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"263",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,3,6,19,1,0.05,31.6,28.4,0.75,41.05,NA,NA,NA,NA,NA,0,2,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"264",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,2,6,19,1,0.05,12,48,0.75,55.75,NA,NA,NA,NA,NA,0,1,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"265",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,4,6,18,2,0.1,39,21,0.75,35.25,NA,NA,NA,NA,NA,0,2,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"266",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,4,6,19,1,0.05,49.6,10.4,0.75,27.55,NA,NA,NA,NA,NA,0,3,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"267",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,4,6,16,4,0.2,21,39,0.75,48.25,NA,NA,NA,NA,NA,0,1,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"268",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,1,6,10,10,0.5,40.6,19.4,0.75,32.05,NA,NA,NA,NA,NA,0,5,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"269",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,4,6,10,10,0.5,27,33,0.75,42.25,NA,NA,NA,NA,NA,0,5,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"270",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,2,6,15,5,0.25,53.6,6.4,0.75,23.55,NA,NA,NA,NA,NA,0,4,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"271",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,2,6,19,1,0.05,38,22,0.75,36.25,NA,NA,NA,NA,NA,0,5,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"272",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,3,6,15.6,4.4,0.22,53,7,0.75,24.15,NA,NA,NA,NA,NA,0,1,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"273",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,1,6,1,19,0.95,30,30,0.75,37.75,NA,NA,NA,NA,NA,0,1,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"274",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,4,6,10,10,0.5,21,39,0.75,46.75,NA,NA,NA,NA,NA,0,4,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"275",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,3,6,11.6,8.4,0.42,39,21,0.75,33.65,NA,NA,NA,NA,NA,0,5,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"276",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,2,6,10,10,0.5,27,33,0.75,42.25,NA,NA,NA,NA,NA,0,3,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"277",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,1,6,11,9,0.45,46,14,0.75,28.25,NA,NA,NA,NA,NA,0,3,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"278",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,2,6,19,1,0.05,49.6,10.4,0.75,27.55,NA,NA,NA,NA,NA,0,2,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"279",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,1,6,1,19,0.95,30,30,0.75,37.75,NA,NA,NA,NA,NA,0,2,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"280",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,3,6,10,10,0.5,40.6,19.4,0.75,32.05,NA,NA,NA,NA,NA,0,4,6,"wsvf3qiy",NA,NA,NA,NA,NA,0
"281",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,7,11.4,8.6,0.43,21.2,38.8,0.75,46.95,NA,NA,NA,NA,NA,0,3,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"282",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,2,7,1,19,0.95,50,10,0.75,22.75,NA,NA,NA,NA,NA,0,3,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"283",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,3,7,19,1,0.05,32,28,0.75,40.75,NA,NA,NA,NA,NA,0,1,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"284",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,3,7,19,1,0.05,33.8,26.2,0.75,39.4,NA,NA,NA,NA,NA,0,5,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"285",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,4,7,17.8,2.2,0.11,43,17,0.75,32.2,NA,NA,NA,NA,NA,0,1,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"286",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,3,7,19,1,0.05,41.8,18.2,0.75,33.4,NA,NA,NA,NA,NA,0,2,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"287",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,4,7,10,10,0.5,22.6,37.4,0.75,45.55,NA,NA,NA,NA,NA,0,3,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"288",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,1,7,14,6,0.3,49,11,0.75,26.75,NA,NA,NA,NA,NA,0,5,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"289",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,2,7,14,6,0.3,46.8,13.2,0.75,28.4,NA,NA,NA,NA,NA,0,2,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"290",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,4,7,19,1,0.05,32,28,0.75,40.75,NA,NA,NA,NA,NA,0,4,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"291",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,1,7,19,1,0.05,44,16,0.75,31.75,NA,NA,NA,NA,NA,0,1,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"292",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,1,7,16.2,3.8,0.19,36.6,23.4,0.75,36.6,NA,NA,NA,NA,NA,0,4,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"293",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,3,7,1,19,0.95,31.6,28.4,0.75,36.55,NA,NA,NA,NA,NA,0,4,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"294",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,3,7,10,10,0.5,50.8,9.2,0.75,24.4,NA,NA,NA,NA,NA,0,3,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"295",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,4,7,12,8,0.4,39,21,0.75,33.75,NA,NA,NA,NA,NA,0,5,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"296",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,2,7,10,10,0.5,42.8,17.2,0.75,30.4,NA,NA,NA,NA,NA,0,1,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"297",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,2,7,11,9,0.45,52,8,0.75,23.75,NA,NA,NA,NA,NA,0,5,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"298",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,4,7,19,1,0.05,44,16,0.75,31.75,NA,NA,NA,NA,NA,0,2,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"299",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,2,7,7.6,12.4,0.62,45.2,14.8,0.75,28,NA,NA,NA,NA,NA,0,4,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"300",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,1,7,10.2,9.8,0.49,22.4,37.6,0.75,45.75,NA,NA,NA,NA,NA,0,2,7,"wsvf3qiy",NA,NA,NA,NA,NA,0
"301",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,2,8,12.2,7.8,0.39,40,20,0.75,33.05,NA,NA,NA,NA,NA,0,5,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"302",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,2,8,10,10,0.5,47.2,12.8,0.75,27.1,NA,NA,NA,NA,NA,0,3,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"303",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,4,8,19,1,0.05,15.4,44.6,0.75,53.2,NA,NA,NA,NA,NA,0,2,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"304",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,3,8,19,1,0.05,33.2,26.8,0.75,39.85,NA,NA,NA,NA,NA,0,4,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"305",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,1,8,10.2,9.8,0.49,47,13,0.75,27.3,NA,NA,NA,NA,NA,0,5,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"306",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,4,8,19,1,0.05,46,14,0.75,30.25,NA,NA,NA,NA,NA,0,4,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"307",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,3,8,8,12,0.6,57,3,0.75,19.25,NA,NA,NA,NA,NA,0,5,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"308",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,3,8,18,2,0.1,39.2,20.8,0.75,35.1,NA,NA,NA,NA,NA,0,1,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"309",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,1,8,19,1,0.05,46,14,0.75,30.25,NA,NA,NA,NA,NA,0,2,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"310",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,1,8,19,1,0.05,38.2,21.8,0.75,36.1,NA,NA,NA,NA,NA,0,1,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"311",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,4,8,19,1,0.05,46,14,0.75,30.25,NA,NA,NA,NA,NA,0,5,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"312",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,4,8,8,12,0.6,44.2,15.8,0.75,28.85,NA,NA,NA,NA,NA,0,3,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"313",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,2,8,1,19,0.95,33.4,26.6,0.75,35.2,NA,NA,NA,NA,NA,0,4,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"314",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,2,8,10,10,0.5,43.4,16.6,0.75,29.95,NA,NA,NA,NA,NA,0,1,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"315",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,1,8,14.4,5.6,0.28,39,21,0.75,34.35,NA,NA,NA,NA,NA,0,4,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"316",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,3,8,10,10,0.5,43.4,16.6,0.75,29.95,NA,NA,NA,NA,NA,0,3,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"317",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,4,8,13,7,0.35,39.2,20.8,0.75,33.85,NA,NA,NA,NA,NA,0,1,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"318",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,3,8,19,1,0.05,34.4,25.6,0.75,38.95,NA,NA,NA,NA,NA,0,2,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"319",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,2,8,4.4,15.6,0.78,30,30,0.75,38.6,NA,NA,NA,NA,NA,0,2,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"320",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,1,8,10,10,0.5,24.4,35.6,0.75,44.2,NA,NA,NA,NA,NA,0,3,8,"wsvf3qiy",NA,NA,NA,NA,NA,0
"321",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,2,9,10.2,9.8,0.49,43,17,0.75,30.3,NA,NA,NA,NA,NA,0,5,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"322",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,3,9,19,1,0.05,55.4,4.6,0.75,23.2,NA,NA,NA,NA,NA,0,3,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"323",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,2,9,19,1,0.05,34.2,25.8,0.75,39.1,NA,NA,NA,NA,NA,0,2,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"324",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,4,9,19,1,0.05,55.4,4.6,0.75,23.2,NA,NA,NA,NA,NA,0,1,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"325",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,2,9,18.2,1.8,0.09,35,25,0.75,38.3,NA,NA,NA,NA,NA,0,1,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"326",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,3,9,19,1,0.05,34.2,25.8,0.75,39.1,NA,NA,NA,NA,NA,0,5,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"327",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,2,9,10,10,0.5,43.2,16.8,0.75,30.1,NA,NA,NA,NA,NA,0,4,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"328",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,2,9,14,6,0.3,39.2,20.8,0.75,34.1,NA,NA,NA,NA,NA,0,3,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"329",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,3,9,15,5,0.25,38.2,21.8,0.75,35.1,NA,NA,NA,NA,NA,0,1,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"330",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,3,9,19,1,0.05,55.6,4.4,0.75,23.05,NA,NA,NA,NA,NA,0,2,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"331",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,1,9,19,1,0.05,30,30,0.75,42.25,NA,NA,NA,NA,NA,0,5,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"332",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,4,9,18.8,1.2,0.06,55.8,4.2,0.75,22.85,NA,NA,NA,NA,NA,0,2,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"333",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,1,9,1,19,0.95,48,12,0.75,24.25,NA,NA,NA,NA,NA,0,1,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"334",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,1,9,10,10,0.5,39,21,0.75,33.25,NA,NA,NA,NA,NA,0,2,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"335",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,4,9,17.4,2.6,0.13,57,3,0.75,21.6,NA,NA,NA,NA,NA,0,4,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"336",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,1,9,19,1,0.05,55.4,4.6,0.75,23.2,NA,NA,NA,NA,NA,0,3,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"337",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,1,9,19,1,0.05,55.6,4.4,0.75,23.05,NA,NA,NA,NA,NA,0,4,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"338",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,4,9,19,1,0.05,30,30,0.75,42.25,NA,NA,NA,NA,NA,0,3,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
"339",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,4,9,1,19,0.95,52.2,7.8,0.75,21.1,NA,NA,NA,NA,NA,0,5,9,"wsvf3qiy",NA,NA,NA,NA,NA,0
